products_model,categories_name,products_name,slug,image,products_description,,
B-3,Monastery,"Nicholas Planas, Papa, Paper bound, 2nd Printing",Nicholas-Planas-Papa-Paper-bound-2nd-Printing,b003.jpg b003_b.jpg,"<b>Papa-Nicholas Planas<br />
the Simple Shepherd of the Simple Sheep</b><br />
<em> By Martha Nun translated from the Greek by the Holy Transfiguration Monastery. 2001.</em><br />
Soft-cover binding. 192 pages.
<p />
Papa-Nicholas Planas (1851-1932) was a most pious priest whose entire life was devoted to the services of the Church. He served the Liturgy daily for over fifty years and was deemed worthy of spiritual gifts. His biography is recorded here in a simple and endearing style by one who was his disciple for many years.
<p>
Illustrations show front and back covers.
<!-- 
Happi Multi Pix. -->

<!-- SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"" -->
  <!--
    function ShowPopup(pagenameoptions)
    {
    Window = window.open(pagenameoptions);
    }
 -->
<!--
</SCRIPT>

<TABLE BORDER=0 CELLSPACING=6 CELLPADDING=6>

<TR>
<TD>
<a href=""javascript:;"" onClick=""ShowPopup('/images/b003_b.jpg''popup''resizable=yeswidth=800height=600');"">
<img src=""/images/b003_b_thumb.jpg"" width=""67"" height=""100"" border=""1""></a>
</TD>
</TR>

<TR>
<TD> 
<p align=""center""><font face=""Georgia"" size=""1"">Back Cover</font>
</TD>
</TR> 

</TABLE>
-->",,
M-655,Medals,Nicholas Silver Medal,Nicholas-Silver-Medal,m655.jpg,"<b>Saint Nicholas Silver Medal</b><br />
<b>½ x ¾ inch</b><br />
<em>available in silver only</em>",,
A-434,N,Nicholas the Tsar Bust,Nicholas-the-Tsar-Bust,a434.jpg,"<b> Saint Nicholas the Tsar Martyr Bust</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-4/royal-martyrs-of-russia.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-96,N,Nicholas with riza,Nicholas-with-riza,Nicholas_with_riza.jpg,"<b>Saint Nicholas with riza</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-6/St-Nicholas.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-98,N,Nilus the Myrrh-gusher,Nilus-the-Myrrh-gusher,A-98-Icon-St-Nilus-Myrrh-Streamer.png,"<b>Saint Nilus the Myrrh-gusher</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-12/St-Nilus-the-Myrrh-Streamer.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-99,N,Nina Equal to the Apostles,Nina-Equal-to-the-Apostles,A-99-Icon-St-Nina.png,"<b>Saint Nina Equal to the Apostles</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-14/St-Nina.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-100,N,"Niphon, Patriarch of Constantinople",Niphon-Patriarch-of-Constantinople,Niphon_Patriarch_of_Constantinople.jpg,<b>Saint Niphon Patriarch of Constantinople</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-416,N,Noah's Ark,Noahs-Ark,Noahs_Ark.jpg,<b>Noah's Ark</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-431,Menaion,November,November,A431_November_Menaion_Icon.png,"<p>The <i>November</i> icon belongs to the Menaion set. Each of the icons in the Menaion set when purchased individually are sold for the standard price of an 11 x 14 enlargement. The entire set of Great Feast icons when purchased as a set comes with a discount. See <a href=""https://www.bostonmonks.com/product_info.php/cPath/27_33/products_id/354"">here</a> for the full set.</p>
<p>The 8 x 10 mounted icons are the standard size. All enlargements besides
the 11 x 14 size and reductions listed in the drop-down list are
special orders and require up to four weeks to complete.</p>",,
M-208,Baptismal Crosses,Novgorod Cross,Novgorod-Cross,m208.jpg,"<b><sup>5</sup>&#8260;<sub>8</sub> x 1-<sup>1</sup>&#8260;<sub>8</sub> inches</b>

<p />
<!-- 
Happi Multi Pix Happi-1: This makes one extra view pushes graphic as far right as possible.
Thumb is sized at height of 80 to match the other graphic's height. 
// -->
<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">
  <!--
    function ShowPopup(pagenameoptions)
    {
    Window = window.open(pagenameoptions);
    }
// -->
</SCRIPT>

<TABLE WIDTH=""100%"" BORDER=0 CELLSPACING=6 CELLPADDING=6>

  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center"">
  <a href=""javascript:;"" onClick=""ShowPopup('/catalog/images/m208-back.jpg''popup''resizable=yeswidth=800height=600');"">
  <img src=""/catalog/images/m208-back.jpg"" width=""51"" height=""80"" border=""0""></a>
  </TD>
  </TR>

  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center""> 
  <font face=""Georgia"" size=""1"">Back</font>
  </TD>
  </TR> 

</TABLE>",,
L-44,III (Best Incense),Ochrid,Ochrid,L044-Ochrid.jpg,<p>Reminiscent of the springtime breezes along the shores of Lake Ochrid when the fragrances of tree blossoms fill the air. This is one of our newer fragrances but has become a real monastery favorite.</p>,,
B-57,Monastery,Octo�chos,Octoechos,B057-Octoechos.png,"<b>The Octo&euml;chos</b><br />
<em>Translated from the Greek by the Holy Transfiguration Monastery. 2019.<br />
Hardcover binding. 464 pages.</em>
<p>
A complete translation of services to be used all seven days of the week in all eight tones (in Greek this is called the Parakletike; the Octo&euml;chos strictly means only the Sunday services in all eight tones).  Printed in red and black throughout and bound in a durable library binding in the same size and format as the twelve volumes of our <a href=""/product_info.php/products_id/573"">Menaion</a> and the <a href=""/product_info.php/products_id/575"">Pentecostarion</a> and <a href=""/product_info.php/products_id/980"">Holy Week</a>.</p>",,
A-430,Menaion,October,October,A430_October_Menaion_Icon.png,"<p>The <i>October</i> icon belongs to the Menaion set. Each of the icons in the Menaion set when purchased individually are sold for the standard price of an 11 x 14 enlargement. The entire set of Great Feast icons when purchased as a set comes with a discount. See <a href=""https://www.bostonmonks.com/product_info.php/cPath/27_33/products_id/354"">here</a> for the full set.</p>
<p>The 8 x 10 mounted icons are the standard size. All enlargements besides
the 11 x 14 size and reductions listed in the drop-down list are
special orders and require up to four weeks to complete.</p>",,
H-263,Monastery,O Give Thanks Unto the Lord,O-Give-Thanks-Unto-the-Lord,H-263_O_Give_Thanks_Unto_the_Lord_(spread).jpg H-263_O_Give_Thanks_Unto_the_Lord_(front).jpg H-263_O_Give_Thanks_Unto_the_Lord_(back).jpg,"<b>O Give Thanks Unto the Lord</b><br />
<p>Hymns from the Psalter<br />
Chanted in English by the Monks of the Holy Transfiguration Monastery</p>
<table style=""clear: right;"">
  <tr>
    <td>1. Blessed is the man</td>
    <td>Pss. 1-3</td>
    <td>Plagal of First Tone</td>
    <td>7:43</td>
  </tr>
  <tr>
    <td>2. What God is as great as our God?</td>
    <td>Pss. 76:13-14 10 11</td>
    <td>Grave Tone</td>
    <td>3:23</td>
  </tr>
  <tr>
    <td>3. The Lord is my Shepherd</td>
    <td>Ps. 22</td>
    <td>First Tone</td>
    <td>4:49</td>
  </tr>
  <tr>
    <td>4. Have mercy on me O God</td>
    <td>Ps. 50</td>
    <td>Grave Tone Tetraphonic</td>
    <td>3:34</td>
  </tr>
  <tr>
    <td>5. Praise ye the Name of the Lord</td>
    <td>Ps. 134</td>
    <td>First Tone</td>
    <td>5:38</td>
  </tr>
  <tr>
    <td>6. O give thanks unto the Lord</td>
    <td>Ps. 135</td>
    <td>First Plagal of Fourth Plagal of Second Grave &amp; First Tones in triple meter</td>
    <td>8:45</td>
  </tr>
  <tr>
    <td>7. In His Holy Mountain</td>
    <td>Selected Verses</td>
    <td>Fourth Tone Nenano</td>
    <td>7:59</td>
  </tr>
  <tr>
    <td>8. Rich men have turned poor</td>
    <td>Ps. 33:10</td>
    <td>Enharmonic Grave Tone</td>
    <td>1:24</td>
  </tr>
  <tr>
    <td>9. A Good Word</td>
    <td>Ps. 44 Selected Verses</td>
    <td>Plagal of Fourth</td>
    <td>8:56</td>
  </tr>
  <tr>
    <td>10. I will take the cup of salvation</td>
    <td>Ps. 115:4</td>
    <td>Fourth Tone Agia</td>
    <td>7:01</td>
  </tr>
</table>",,
J-31,Fragrant Oils,Old Rose Oil,Old-Rose-Oil,j031.jpg,,,
A-290,O,"Olga, Equal to the Apostles",Olga-Equal-to-the-Apostles,A-290-Icon-St-Olga.png,"<b>Saint Olga Equal to the Apostles</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-11/st-olga.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
J-73,MiscellAneous,Olive Wood Cross,Olive-Wood-Cross,J-073-Olive-Wood-Cross-Mother-of-Pearl.png,"Olive wood with a mother of pearl overlay.<br />
5 &frac18;"" high x 3 &frac58;"" wide x &frac12;"" thick.  Made in Bethlehem.",,
J-70,MiscellAneous,Olive Wood Spoon Hand-Made in Bethlehem,Olive-Wood-Spoon,olive-wood_spoon_J-70.png,Hand-crafted spoon of Holy Land Olive Wood, no two are alike. Limited Quantity.,
A-107,O,Onuphrius & Peter of Mt Athos,Onuphrius-and-Peter-of-Athos,A-107-Icon-SS-Onuphrius-Peter.png,"<b>Saints Onuphrius and Peter of Mount Athos</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-12/SS-Onuphrius-and-Peter.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-209,Baptismal Crosses,Optina Cross,Optina-Cross,m209.jpg,"<b>1-&frac14; x 2-&frac14; inches<br />
Silver Only</b><br />




<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">

  <!--

    function ShowPopup(pagenameoptions)

    {

    Window = window.open(pagenameoptions);

    }



// -->

</SCRIPT>





<TABLE BORDER=0 CELLSPACING=6 CELLPADDING=6>

<TR>



<TD align=""center""> 

<a href=""javascript:;"" onClick=""ShowPopup('images/m209.jpg''popup');"">

<img src=""images/m209.jpg"" width=""66"" height=""100"" border=""1""></a>

</TD>





<TD align=""center"">

<a href=""javascript:;"" onClick=""ShowPopup('images/m209-back.jpg''popup');"">

<img src=""images/m209-back.jpg"" width=""66"" height=""100"" border=""1""></a>

</TD>

</TR>

<TR>
<TD align=""center""><font face=""Georgia"" size=""1"">Front<font></TD>

<TD align=""center""><font face=""Georgia"" size=""1"">Back</font></TD>

</TR>

<TR>
<TD colspan=""2""> 

<p align=""center""><font face=""Verdana"" size=""1"">Click on thumbnail pictures above for larger images</font>

</TD>



</TR> 

</TABLE>",,
A-299,O,Optina Elders,Optina-Elders,A-299_Synaxis_Elders_Optina.png,"<b>Synaxis of the Optina Elders</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-10/synaxis-elders-optina.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-411,O,Optina Elders (Slavonic),Optina-Elders-Slavonic,Optina_Elders_(Slavonic).jpg,"<b>Synaxis of the Optina Elders (Slavonic)</b><br />

In this icon two of the elders hold scrolls and one holds a book.<br />
<p>
The Elder Amvrosy's scroll says &ldquo;Brethren I beg you to have the fear of God and to guard your conscience in all your dealings and actions; above all else humble yourselves.&rdquo; (Extract from Letter No. 18 of his Collected Letters in three volumes.)<br />
<p>
The Elder Makary's scroll says &ldquo;Brethren let us take care for the salvation of our souls and make haste (or be earnest) at all times to call upon the name of God for help.&rdquo; <br />
<p>
The Elder Lev's book says &ldquo;The icon (image example) of monasticism; the image of humility.&rdquo;<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-10/synaxis-elders-optina.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-357,O,"Oswin, King of Deira",Oswin-King-of-Deira,Oswin_King_of_Deira.jpg,<b>Saint Oswin King of Deira</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-136,P,Paisius the Great,Paisius-the-Great,A-136-Icon-St-Paisius-the-Great.png,"<b>Saint Paisius the Great</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-19/st-paisius-the-great.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-101,P,Panteleimon�by Kontoglou,Panteleimon-by-Kontoglou,A-101-Icon-St-Panteleimon.png,"<b>Saint Panteleimon&mdash;by Kontoglou</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-27/St-Panteleimon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-275,P,"Panteleimon, half stature",Panteleimon-half-stature,A-275_Icon_St_Panteleimon.png,"<b>Saint Panteleimon half stature</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-27/St-Panteleimon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-60,P,Panteleimon lithographed print�by Kontoglou (wallet size),Panteleimon-by-Kontoglou-wallet-size,A-101-Icon-St-Panteleimon.png,"<b>Saint Panteleimon lithographed print&mdash;by Kontoglou</b><br />
2-&frac12; x 3-&frac34; inches<br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-27/St-Panteleimon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-6,Christ,Pantocrator,Pantocrator,A-6_Icon_Christ_Pantocrator.png A-10-A-6_Christ-and-Theotokos-Set.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>This icon together with <a href=""product_info.php/products_id/113"">Kazan Theotokos</a> (sold separately) make a matching set.</p>",,
A-457,Christ,Pantocrator by Kontoglou (detail),Pantocrator-by-Kontoglou-detail,A-457_Pantocrator_by_Kontoglou_(detail).png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-102,P,Paraskeve,Paraskeve,A-102-Icon-St-Paraskeve.png,"<b>Saint Paraskeve</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-26/st-paraskeve.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-400,Mother of God,Passion,Passion,A-400_Icon_Theotokos_of_the_Passion.png,<b>Mother of God of the Passion</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
